lon,lat
-73.621735,39.3589
-73.59845,39.35872
-73.575195,39.35854
-73.55194,39.358353
-73.52869,39.35817
-73.5054,39.35797
-73.644775,39.377056
-73.62152,39.37688
-73.598236,39.37671
-73.57495,39.37653
-73.5517,39.376347
-73.52844,39.376152
-73.50516,39.37596
-73.48187,39.375767
-73.64456,39.395046
-73.62128,39.394863
-73.59802,39.3947
-73.57474,39.394512
-73.55145,39.394325
-73.5282,39.394146
-73.50491,39.393948
-73.48163,39.393753
-73.64435,39.41303
-73.62106,39.412857
-73.59778,39.41269
-73.57449,39.412502
-73.55121,39.41232
-73.52792,39.412132
-73.50464,39.411938
-73.481384,39.411736
-73.4581,39.41154
-73.644135,39.43102
-73.62085,39.43085
-73.597534,39.43067
-73.57428,39.430492
-73.550964,39.430305
-73.52768,39.430115
-73.504395,39.42992
-73.48111,39.429726
-73.457825,39.429523
-73.64392,39.449
-73.620605,39.448826
-73.59732,39.448654
-73.574036,39.44848
-73.55072,39.448288
-73.527435,39.448105
-73.50415,39.447906
-73.62039,39.466816
-73.59711,39.46664
-73.57379,39.46646
-73.62018,39.48481
-73.62375,39.197006
-73.600525,39.196827
-73.57733,39.196655
-73.55411,39.196472
-73.53088,39.19628
-73.50769,39.19609
-73.48447,39.195892
-73.46127,39.19569
-73.60028,39.214817
-73.57709,39.214638
-73.55386,39.214455
-73.53064,39.214275
-73.50745,39.214073
-73.48422,39.213882
-73.461,39.213673
-73.57684,39.23263
-73.55362,39.232445
-73.530396,39.232258
-73.50717,39.232063
-73.48395,39.231865
-73.460754,39.231663
-73.5766,39.250614
-73.553375,39.25043
-73.53015,39.250244
-73.50693,39.250046
-73.4837,39.24985
-73.46048,39.249653
-73.437256,39.249443
-73.55316,39.26842
-73.52991,39.268238
-73.50668,39.26804
-73.48346,39.267838
-73.460205,39.26763
-73.43698,39.267437
-73.41376,39.267216
-73.55292,39.286404
-73.52966,39.28622
-73.50641,39.286022
-73.483185,39.28582
-73.45996,39.285625
-73.43671,39.285416
-73.41345,39.285206
-73.52942,39.304203
-73.506165,39.30401
-73.48291,39.30382
-73.45969,39.30361
-73.43643,39.3034
-73.41321,39.303196
-73.38995,39.302982
-73.50592,39.322
-73.482666,39.321804
-73.45941,39.321598
-73.43616,39.321392
-73.4129,39.32118
-73.38965,39.320965
-73.366394,39.320744
-73.50568,39.339993
-73.48242,39.33979
-73.45917,39.33959
-73.43588,39.339382
-73.41263,39.33917
-73.38937,39.33895
-73.36612,39.338734
-73.48215,39.357784
-73.45889,39.35757
-73.43561,39.35737
-73.41235,39.35715
-73.3891,39.356945
-73.365845,39.35672
-73.34259,39.35649
-73.45862,39.37556
-73.43536,39.375355
-73.41208,39.375137
-73.388824,39.374924
-73.36554,39.374702
-73.342285,39.37448
-73.319,39.374252
-73.458374,39.39355
-73.43509,39.393345
-73.411804,39.39313
-73.38855,39.392914
-73.365265,39.392696
-73.34198,39.39247
-73.318726,39.392235
-73.434814,39.41133
-73.41153,39.411118
-73.388245,39.410896
-73.43454,39.429317
-73.14093,40.16383
-73.16409,40.182083
-73.140564,40.181812
-73.117035,40.18155
-73.093506,40.181274
-73.18732,40.200325
-73.16376,40.200058
-73.1402,40.1998
-73.11667,40.199528
-73.09314,40.199253
-73.06958,40.19897
-73.16342,40.218044
-73.13986,40.217777
-73.11633,40.217506
-73.09277,40.21724
-73.069214,40.21695
-73.045654,40.21667
-73.163086,40.236023
-73.13953,40.235756
-73.11597,40.23549
-73.09241,40.235218
-73.06885,40.234936
-73.04529,40.234646
-73.02173,40.234364
-73.1156,40.253468
-73.09204,40.253197
-73.06848,40.252914
-73.04492,40.252636
-73.02136,40.252342
-72.9978,40.252052
-73.091675,40.271175
-73.068115,40.2709
-73.044556,40.270615
-73.020996,40.27033
-72.997406,40.27003
-72.97385,40.26974
-73.09131,40.289158
-73.06775,40.288876
-73.04419,40.288597
-73.0206,40.28831
-72.99704,40.288017
-72.97345,40.287712
-73.04379,40.30658
-73.0202,40.30629
-72.99664,40.305996
-72.97305,40.30569
-72.817566,39.907883
-72.79413,39.90755
-72.77069,39.90722
-72.74725,39.906876
-72.723816,39.90653
-72.70035,39.90618
-72.67691,39.90582
-72.81714,39.925873
-72.7937,39.925545
-72.77023,39.925205
-72.746796,39.92486
-72.72333,39.92451
-72.69989,39.92416
-72.67645,39.923805
-72.653015,39.923443
-72.86362,39.9445
-72.84015,39.944183
-72.81671,39.94385
-72.79324,39.94352
-72.769806,39.943184
-72.74634,39.94284
-72.7229,39.942493
-72.69943,39.942142
-72.675964,39.94178
-72.65253,39.94142
-72.62909,39.941063
-72.88666,39.96281
-72.86319,39.96249
-72.83972,39.96217
-72.816284,39.96183
-72.792816,39.961506
-72.76935,39.961166
-72.74588,39.96082
-72.72241,39.960476
-72.698975,39.960117
-72.67551,39.959774
-72.65204,39.959404
-72.88623,39.98079
-72.86279,39.980473
-72.839294,39.98015
-72.81586,39.97982
-72.79236,39.979485
-72.76892,39.97915
-72.74542,39.9788
-72.721985,39.97846
-72.69852,39.978107
-72.67505,39.977753
-72.65158,39.977386
-72.862366,39.998455
-72.83887,39.99814
-72.8154,39.997803
-72.79193,39.997463
-72.76846,39.99713
-72.744995,39.99679
-72.72153,39.99644
-72.69806,39.996086
-72.67456,39.995735
-72.65109,39.99537
-72.791504,40.015457
-72.768005,40.01511
-72.74454,40.01477
-72.72107,40.014423
-72.69757,40.014065
-72.6741,40.013714
-72.650635,40.013344
-72.79108,40.033432
-72.76758,40.033092
-72.74408,40.03275
-72.72061,40.032402
-72.69711,40.032047
-72.673645,40.031693
-72.65015,40.03133
-72.79062,40.051414
-72.76712,40.051067
-72.74365,40.05073
-72.72015,40.05038
-72.696655,40.050037
-72.67316,40.049675
-72.64966,40.049316
